"Numéro","Date de début (TU)","Date de fin (TU)","Mode","Hauteur retenue (m)","Débit mesuré (m³/s)","Date de mise à jour (TU)"
"174",1988-02-17T14:55:00.000Z,1988-02-17T15:10:00.000Z,"Autres",0.29,1.1300000000000001,2023-05-26T07:06:38.000Z
"16-03",2016-10-21T11:00:00.000Z,2016-10-21T11:40:00.000Z,"Perche point par point",0.135,0.074,2023-05-26T07:05:09.000Z
"16-Lever",2016-10-18T00:00:00.000Z,,"Autres",0,0,2023-05-26T07:05:09.000Z
"16-Trav",2016-08-19T08:50:00.000Z,2016-08-19T09:20:00.000Z,"Perche point par point",0.628,0.711,2023-05-26T07:05:09.000Z
"16-02",2016-02-10T10:30:00.000Z,2016-02-10T10:55:00.000Z,"Perche point par point",0.25,0.638,2023-05-26T07:05:11.000Z
"16-01",2016-01-14T10:45:00.000Z,2016-01-14T11:05:00.000Z,"Perche point par point",0.19,0.17400000000000002,2023-05-26T07:05:11.000Z
"15-03",2015-08-19T13:15:00.000Z,2015-08-19T13:30:00.000Z,"Perche point par point",0.09,0.044,2023-05-26T07:05:11.000Z
"15-02",2015-07-23T11:55:00.000Z,2015-07-23T12:45:00.000Z,"Perche point par point",0.15,0.096,2023-05-26T07:05:12.000Z
"13-03",2013-08-13T13:05:00.000Z,2013-08-13T13:40:00.000Z,"Perche point par point",0.215,0.34600000000000003,2023-05-26T07:05:12.000Z
"12-04",2012-08-10T14:31:00.000Z,2012-08-10T14:46:00.000Z,"Perche point par point",0.06,0.023,2023-05-26T07:05:13.000Z
"12-03",2012-08-08T13:40:00.000Z,2012-08-08T14:00:00.000Z,"Perche point par point",0.11,0.063,2023-05-26T07:05:13.000Z
"12-02",2012-05-23T15:04:00.000Z,2012-05-23T15:23:00.000Z,"Mesure par ADCP",0.41000000000000003,3.37,2023-05-26T07:05:14.000Z
"12-01",2012-05-22T15:15:00.000Z,2012-05-22T15:35:00.000Z,"Mesure par ADCP",0.643,13.200000000000001,2023-05-26T07:05:14.000Z
"11-02",2011-04-26T12:52:00.000Z,2011-04-26T13:23:00.000Z,"Perche point par point",0.332,1.97,2023-05-26T07:05:14.000Z
"11-01",2011-02-15T12:05:00.000Z,2011-02-15T12:35:00.000Z,"Perche point par point",0.198,0.17200000000000001,2023-05-26T07:05:14.000Z
"10-08",2010-11-10T09:35:00.000Z,2010-11-10T10:00:00.000Z,"Perche point par point",0.20500000000000002,0.234,2023-05-26T07:05:15.000Z
"10-07",2010-08-23T13:15:00.000Z,2010-08-23T13:40:00.000Z,"Perche point par point",0.095,0.028,2023-05-26T07:05:15.000Z
"10-06",2010-07-21T13:00:00.000Z,2010-07-21T13:15:00.000Z,"Perche point par point",0.14,0.085,2023-05-26T07:05:17.000Z
"10-05",2010-07-21T12:44:00.000Z,2010-07-21T12:54:00.000Z,"Perche point par point",0.14,0.081,2023-05-26T07:05:17.000Z
"177",1989-07-06T09:20:00.000Z,1989-07-06T09:25:00.000Z,"Autres",0.055,0.001,2023-05-26T07:06:37.000Z
"171",1987-09-28T09:10:00.000Z,1987-09-28T09:20:00.000Z,"Autres",0.1,0.053,2023-05-26T07:06:39.000Z
"13-01",2013-02-12T12:35:00.000Z,2013-02-12T12:46:00.000Z,"Mesure par ADCP",0.895,15.5,2024-04-22T14:18:00.000Z
"10-03",2010-06-15T08:45:00.000Z,2010-06-15T09:20:00.000Z,"Perche point par point",0.4,3.35,2023-05-26T07:06:06.000Z
"10-02",2010-04-22T11:15:00.000Z,2010-04-22T11:45:00.000Z,"Perche point par point",0.23500000000000001,0.549,2023-05-26T07:06:07.000Z
"10-01",2010-04-19T13:10:00.000Z,2010-04-19T13:40:00.000Z,"Perche point par point",0.246,0.6930000000000001,2023-05-26T07:06:07.000Z
"09-04",2009-08-12T08:35:00.000Z,2009-08-12T09:15:00.000Z,"Perche point par point",0.095,0.03,2023-05-26T07:06:07.000Z
"09-03",2009-07-16T08:25:00.000Z,2009-07-16T09:10:00.000Z,"Perche point par point",0.18,0.123,2023-05-26T07:06:07.000Z
"09-01",2009-01-23T14:30:00.000Z,2009-01-23T16:00:00.000Z,"Saumon par intégration",2.585,28.3,2023-05-26T07:06:25.000Z
"08-02",2008-04-23T09:25:00.000Z,2008-04-23T09:35:00.000Z,"Saumon par intégration",0.375,1.68,2023-05-26T07:06:25.000Z
"08_01",2008-02-21T10:00:00.000Z,2008-02-21T10:20:00.000Z,"Perche point par point",0.22,0.262,2023-05-26T07:06:25.000Z
"2007-01",2007-03-13T13:30:00.000Z,2007-03-13T13:55:00.000Z,"Perche point par point",0.23,0.314,2023-05-26T07:06:25.000Z
