"Numéro","Date de début (TU)","Date de fin (TU)","Mode","Hauteur retenue (m)","Débit mesuré (m³/s)","Date de mise à jour (TU)"
"195",1996-09-24T10:15:00.000Z,1996-09-24T10:30:00.000Z,"Perche point par point",0.15,0.029,2023-05-26T06:52:55.000Z
"22-07",2022-11-30T15:20:00.000Z,2022-11-30T15:35:00.000Z,"Perche point par point",0.241,0.006,2023-05-26T06:51:49.000Z
"22-06",2022-10-28T07:15:00.000Z,2022-10-28T07:30:00.000Z,"Perche point par point",0.226,0.001,2023-05-26T06:51:49.000Z
"22-05",2022-07-27T09:50:00.000Z,2022-07-27T10:10:00.000Z,"Perche point par point",0.242,0.004,2023-05-26T06:51:49.000Z
"22-04",2022-07-13T09:10:00.000Z,2022-07-13T09:45:00.000Z,"Mesure par ADCP",0.265,0.014,2023-05-26T06:51:50.000Z
"22-03",2022-05-17T11:10:00.000Z,2022-05-17T11:30:00.000Z,"Mesure par ADCP",0.333,0.257,2023-05-26T06:51:50.000Z
"22-02c",2022-04-19T10:21:00.000Z,2022-04-19T11:06:00.000Z,"Mesure par ADCP",0.35000000000000003,0.342,2023-05-26T06:51:50.000Z
"22-02b",2022-04-19T10:20:00.000Z,2022-04-19T11:05:00.000Z,"Mesure par ADCP",0.35000000000000003,0.342,2023-05-26T06:51:50.000Z
"22-02a",2022-04-19T08:55:00.000Z,2022-04-19T09:40:00.000Z,"Mesure par ADCP",0.35000000000000003,0.35000000000000003,2023-05-26T06:51:51.000Z
"22-01",2022-01-10T09:15:00.000Z,2022-01-10T09:30:00.000Z,"Mesure par ADCP",3.1750000000000003,49.9,2023-05-26T06:51:51.000Z
"19-11",2019-08-06T12:42:00.000Z,2019-08-06T13:00:00.000Z,"Perche point par point",0.23500000000000001,0.004,2023-05-26T06:51:56.000Z
"194",1996-04-10T10:05:00.000Z,1996-04-10T10:30:00.000Z,"Perche point par point",0.35000000000000003,1.27,2023-05-26T06:52:55.000Z
"21-09",2021-12-10T16:35:00.000Z,2021-12-10T16:45:00.000Z,"Mesure par ADCP",1.3,12.9,2023-05-26T06:51:51.000Z
"21-08",2021-11-26T09:10:00.000Z,2021-11-26T09:35:00.000Z,"Mesure par ADCP",0.366,0.435,2023-05-26T06:51:52.000Z
"184",1994-11-03T16:25:00.000Z,1994-11-03T16:40:00.000Z,"Perche point par point",0.15,0.03,2023-05-26T06:52:58.000Z
"183",1994-08-18T16:00:00.000Z,1994-08-18T16:25:00.000Z,"Perche point par point",0.14,0.026000000000000002,2023-05-26T06:52:58.000Z
"182",1994-03-17T10:20:00.000Z,1994-03-17T10:50:00.000Z,"Autres",0.32,0.972,2023-05-26T06:52:58.000Z
