"Numéro","Date de début (TU)","Date de fin (TU)","Mode","Hauteur retenue (m)","Débit mesuré (m³/s)","Date de mise à jour (TU)"
"345",2010-08-11T09:20:00.000Z,2010-08-11T10:00:00.000Z,"Mesure par ADCP",0.68,0.106,2022-08-01T11:40:12.000Z
"186",1996-12-10T00:00:00.000Z,,"Autres",0.73,0.5630000000000001,2022-08-01T11:41:58.000Z
"122",1992-10-22T00:00:00.000Z,,"Autres",0.20500000000000002,0,2022-08-01T11:42:43.000Z
"504",2025-04-23T10:41:00.000Z,2025-04-23T10:55:00.000Z,"Mesure par ADCP",0.91,2.84,2025-04-28T08:13:53.000Z
"121",1992-09-24T00:00:00.000Z,,"Autres",0.195,0,2022-08-01T11:42:43.000Z
"118",1992-07-01T00:00:00.000Z,,"Autres",0.17,0,2022-08-01T11:42:45.000Z
"116",1992-06-02T00:00:00.000Z,,"Autres",0.25,0,2022-08-01T11:42:47.000Z
"439",2018-04-17T10:49:00.000Z,2018-04-17T11:00:00.000Z,"Mesure par ADCP",0.888,2.62,2022-08-01T11:39:07.000Z
"438",2018-02-27T10:35:00.000Z,2018-02-27T10:45:00.000Z,"Mesure par ADCP",0.87,2.19,2022-08-01T11:39:08.000Z
"437",2018-01-23T10:35:00.000Z,2018-01-23T10:55:00.000Z,"Mesure par ADCP",0.985,4.2,2022-08-01T11:39:09.000Z
"436",2017-12-12T12:29:00.000Z,2017-12-12T12:45:00.000Z,"Mesure par ADCP",0.85,1.93,2022-08-01T11:39:09.000Z
"435",2017-11-28T08:45:00.000Z,2017-11-28T09:20:00.000Z,"Perche point par point",0.84,1.27,2022-08-01T11:39:10.000Z
"434",2017-11-14T12:30:00.000Z,2017-11-14T12:46:00.000Z,"Mesure par ADCP",0.8220000000000001,1.17,2022-08-01T11:39:11.000Z
"433",2017-10-03T11:15:00.000Z,2017-10-03T11:30:00.000Z,"Mesure par ADCP",0.8,1.16,2022-08-01T11:39:11.000Z
"432",2017-08-30T11:55:00.000Z,2017-08-30T12:10:00.000Z,"Mesure par ADCP",0.77,0.837,2022-08-01T11:39:12.000Z
"431",2017-08-08T10:40:00.000Z,2017-08-08T10:53:00.000Z,"Mesure par ADCP",0.75,0.642,2022-08-01T11:39:13.000Z
